match_id,team_id,crossed_baseline,try_lft_auton_gears,try_cen_auton_gears,try_rgt_auton_gears,lft_auton_gears,cen_auton_gears,rgt_auton_gears,auton_highgoal,auton_lowgoal,teleop_gears,pickup_gears,dropped_gears,teleop_highgoal,teleop_lowgoal,caught_rope,hanging,comments
41,3568,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,0,0,0,TRUE,TRUE,uhhhh
42,2145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,FALSE,0,0,0,TRUE,TRUE,
43,4776,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,FALSE,0,0,0,TRUE,FALSE,
44,5238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,FALSE,1,0,0,TRUE,TRUE,
45,5530,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,0,0,0,TRUE,TRUE,"no auton. After realizing that they could do absolutely nothing, they played defense- did that fairly well"
46,1189,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,0,0,0,FALSE,FALSE,
46,1189,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,2,FALSE,0,0,0,TRUE,TRUE,
47,5697,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,FALSE,0,0,0,TRUE,TRUE,not sure if it crossed baseline.
48,5695,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,FALSE,0,0,0,TRUE,TRUE,
49,5703,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,TRUE,0,0,0,TRUE,TRUE,
50,470,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,4,TRUE,0,0,0,TRUE,TRUE,
51,51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,FALSE,0,4,0,TRUE,TRUE,
52,4998,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,FALSE,0,0,0,TRUE,TRUE,
53,5530,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,3,FALSE,0,0,0,TRUE,TRUE,
54,5697,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,2,FALSE,0,0,0,TRUE,TRUE,
55,3414,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,3,FALSE,1,0,0,TRUE,TRUE,
56,4840,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,FALSE,1,0,0,FALSE,FALSE,Shut down mid-match.
57,5235,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,2,FALSE,0,0,0,TRUE,FALSE,"slightly off in auton gear, were about a second from hanging but it took too long to grab the rope, took a long time for gears"
58,5203,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,0,0,0,FALSE,FALSE,
58,5203,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,FALSE,0,0,0,FALSE,FALSE,"Has potential, if only it could actually get gears on... drivers know what they're doing, robot goes SKRT SKRT real nice, but it sucks :/"
59,6101,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,TRUE,0,0,0,TRUE,FALSE,"uh it was ok, eh. ground pickup is good but it can't do anything with those gears so what even is the point right"
60,1502,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,2,FALSE,0,0,0,TRUE,TRUE,"It was good but it took them way to long to get a gear dropped in the robot, the gears kept falling on the ground instead of in the bot..."
61,5238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,2,FALSE,0,0,0,FALSE,TRUE,
62,5517,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,4,TRUE,0,0,0,FALSE,FALSE,
63,2834,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,0,FALSE,0,0,0,TRUE,TRUE,
64,4384,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,2,FALSE,0,0,0,TRUE,TRUE,efficient gear catcher
65,3536,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,FALSE,0,0,0,FALSE,TRUE,defended
66,302,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,3,FALSE,0,0,0,TRUE,TRUE,"almost got five but spent the time climbing, probably could have done both"
67,6591,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,FALSE,0,0,0,TRUE,TRUE,
68,2145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,0,0,0,FALSE,FALSE,
69,4840,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,FALSE,0,0,0,FALSE,FALSE,Stopped moving in the middle of the feild
69,4840,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,FALSE,0,0,0,FALSE,FALSE,played some decent defence
