match_id,team_id,crossed_baseline,try_lft_auton_gears,try_cen_auton_gears,try_rgt_auton_gears,lft_auton_gears,cen_auton_gears,rgt_auton_gears,auton_highgoal,auton_lowgoal,teleop_gears,pickup_gears,dropped_gears,teleop_highgoal,teleop_lowgoal,caught_rope,hanging,comments
47,3536,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,2,FALSE,0,8,0,FALSE,FALSE,
48,3641,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,FALSE,0,16,0,TRUE,TRUE,
49,201,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,4,TRUE,0,0,0,TRUE,TRUE,
50,5235,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,FALSE,0,0,0,TRUE,TRUE,
51,4776,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,FALSE,0,0,0,TRUE,TRUE,
52,5523,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,0,0,0,FALSE,FALSE,"not empty data, literally did nothing"
53,27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,0,0,0,TRUE,TRUE,They played remarkable defense. That tied the game even with such a strong opposing alliance.
54,5538,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,1,0,0,FALSE,FALSE,Honestly didn't do much. Not even defense. I would not recommend picking this robot.
55,6591,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,FALSE,0,0,0,TRUE,TRUE,Sad to say that they failed to cross the baseline in Auton. They got a few gears though and they climbed well.
56,3707,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,3,FALSE,0,2,0,FALSE,FALSE,Right gear auton was pretty close. Has trouble with fuel on the floor. Though they are quite fast. Took too long to get the rope.
57,4998,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,2,FALSE,0,0,0,TRUE,TRUE,They climbed decently. Not a very extravagant robot. Basically a drivetrain with a gear mechanism and climber.
58,5502,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,FALSE,0,0,0,FALSE,FALSE,Very maneuverable drive train. DID NOT CLIMB!!!
59,4384,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,0,0,0,TRUE,TRUE,"It got a gear stuck in its ball containment unit way at the beginning, so it couldn't do gears anymore and just mostly did defense, but was pretty effective"
60,5530,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,2,FALSE,0,0,0,TRUE,TRUE,"Fast and efficient, good at pushing its way through traffic jams and getting across the field, did some defense too"
61,5704,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,FALSE,0,0,0,TRUE,TRUE,hung out in center field got one gear in the beginning one in the very end almost ran out of time to hang
62,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,3,TRUE,0,0,0,TRUE,FALSE,ran out of time to hang probably could if they got to the airship earlier
63,830,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,2,FALSE,0,0,0,FALSE,TRUE,sooooooo close
64,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,FALSE,0,8,0,FALSE,FALSE,ew 38th place
65,4776,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,FALSE,0,0,0,TRUE,TRUE,couldn't see if they got another on so maybe ?
66,4362,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,3,FALSE,0,0,0,TRUE,TRUE,"has trouble installing gears sometimes, still good"
67,3568,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,FALSE,0,0,0,TRUE,TRUE,"defaulted to defense, not very good at defense"
68,3414,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,FALSE,0,0,0,FALSE,FALSE,ryan is trash and distracted me from scouting
